business_date,account,internal_security_id,quantity,price,market_value,currency
2026-09-18,ACC-EQ-01,SEC0043,116.0,335.65,38935.4,INR
2026-09-18,ACC-EQ-01,SEC0003,130.0,486.07,63189.1,INR
2026-09-18,ACC-EQ-01,SEC0021,500000.0,98.48,49240000.0,INR
2026-09-18,ACC-EQ-01,SEC0013,90.0,194.48,17503.2,INR
2026-09-18,ACC-EQ-01,SEC0032,10000.0,100.29,1002900.0,INR
2026-09-18,ACC-EQ-01,SEC0033,89.0,235.24,20936.36,INR
2026-09-18,ACC-EQ-01,SEC0062,25000.0,99.43,2485750.0,INR
2026-09-18,ACC-EQ-01,SEC0053,107.0,416.1,44522.7,INR
2026-09-18,ACC-EQ-01,SEC0011,50000.0,99.55,4977500.0,INR
2026-09-18,ACC-EQ-01,SEC0001,250000.0,97.52,24380000.0,INR
2026-09-18,ACC-EQ-01,SEC0061,50000.0,104.7,5235000.0,INR
2026-09-18,ACC-EQ-01,SEC0041,500000.0,103.65,51825000.0,INR
2026-09-18,ACC-EQ-01,SEC0031,50000.0,101.58,5079000.0,INR
2026-09-18,ACC-EQ-01,SEC0023,143.0,257.89,36878.27,INR
2026-09-18,ACC-EQ-01,SEC0051,50000.0,96.88,4844000.0,INR
2026-09-18,ACC-EQ-01,SEC0012,25000.0,99.93,2498250.0,INR
2026-09-18,ACC-EQ-01,SEC0042,25000.0,99.94,2498500.0,INR
2026-09-18,ACC-EQ-01,SEC0052,10000.0,99.31,993100.0,INR
2026-09-18,ACC-EQ-01,SEC0022,50000.0,99.2,4960000.0,INR
2026-09-18,ACC-EQ-01,SEC0002,25000.0,99.66,2491500.0,INR
2026-09-18,ACC-EQ-02,SEC0027,4070.0,678.2,2760274.0,INR
2026-09-18,ACC-EQ-02,SEC0007,2060.0,3237.56,6669373.6,INR
2026-09-18,ACC-EQ-02,SEC0028,2645.0,2546.15,6734566.75,INR
2026-09-18,ACC-EQ-02,SEC0026,4624.0,1924.76,8900090.24,INR
2026-09-18,ACC-EQ-02,SEC0008,1940.0,4466.32,8664660.8,INR
2026-09-18,ACC-EQ-02,SEC0058,1029.0,2157.3,2219861.7,INR
2026-09-18,ACC-EQ-02,SEC0016,1062.0,2967.54,3151527.48,INR
2026-09-18,ACC-EQ-02,SEC0009,1361.0,2317.93,3154702.73,INR
2026-09-18,ACC-EQ-02,SEC0036,2490.0,2363.59,5885339.1,INR
2026-09-18,ACC-EQ-02,SEC0049,2339.0,1957.38,4578311.82,INR
2026-09-18,ACC-EQ-02,SEC0017,4052.0,4414.06,17885771.12,INR
2026-09-18,ACC-EQ-02,SEC0018,2096.0,2137.02,4479193.92,INR
2026-09-18,ACC-EQ-02,SEC0056,1284.0,1818.6,2335082.4,INR
2026-09-18,ACC-EQ-02,SEC0005,4263.0,3396.37,14478725.31,INR
2026-09-18,ACC-EQ-02,SEC0046,1218.0,3908.52,4760577.36,INR
2026-09-18,ACC-EQ-02,SEC0029,2363.0,3511.14,8296823.82,INR
2026-09-18,ACC-EQ-02,SEC0015,3499.0,1628.46,5697981.54,INR
2026-09-18,ACC-EQ-02,SEC0025,4259.0,1312.2,5588659.8,INR
2026-09-18,ACC-EQ-02,SEC0006,121.0,1380.35,167022.35,INR
2026-09-18,ACC-EQ-02,SEC0034,2545.0,3793.02,9653235.9,INR
2026-09-18,ACC-EQ-02,SEC0044,4850.0,4495.23,21801865.5,INR
2026-09-18,ACC-EQ-02,SEC0004,4111.0,3913.88,16089960.68,INR
2026-09-18,ACC-EQ-02,SEC0014,3758.0,2492.83,9368055.14,INR
2026-09-18,ACC-EQ-02,SEC0050,2927.0,1596.11,4671813.97,INR
2026-09-18,ACC-EQ-02,SEC0040,4551.0,1790.86,8150203.86,INR
2026-09-18,ACC-EQ-02,SEC0045,2736.0,3932.77,10760058.72,INR
2026-09-18,ACC-EQ-02,SEC0020,2056.0,2637.32,5422329.92,INR
2026-09-18,ACC-EQ-02,SEC0059,2013.0,3873.66,7797677.58,INR
2026-09-18,ACC-EQ-02,SEC0055,3465.0,339.87,1177649.55,INR
2026-09-18,ACC-EQ-02,SEC0019,3974.0,3217.74,12787298.76,INR
2026-09-18,ACC-EQ-02,SEC0048,3223.0,1829.44,5896285.12,INR
2026-09-18,ACC-EQ-02,SEC0037,1346.0,2304.68,3102099.28,INR
2026-09-18,ACC-EQ-02,SEC0057,403.0,699.17,281765.51,INR
2026-09-18,ACC-EQ-02,SEC0038,4934.0,1594.18,7865684.12,INR
2026-09-18,ACC-EQ-02,SEC0047,922.0,3952.73,3644417.06,INR
2026-09-18,ACC-EQ-02,SEC0010,3706.0,583.75,2163377.5,INR
2026-09-18,ACC-EQ-02,SEC0041,500000.0,95.15,47575000.0,INR
2026-09-18,ACC-EQ-02,SEC0012,10000.0,99.61,996100.0,INR
2026-09-18,ACC-EQ-02,SEC0061,100000.0,95.75,9575000.0,INR
2026-09-18,ACC-EQ-02,SEC0021,250000.0,98.39,24597500.0,INR
2026-09-18,ACC-EQ-02,SEC0053,182.0,228.87,41654.34,INR
2026-09-18,ACC-EQ-02,SEC0031,50000.0,103.52,5176000.0,INR
2026-09-18,ACC-EQ-02,SEC0003,177.0,436.7,77295.9,INR
2026-09-18,ACC-EQ-02,SEC0042,25000.0,100.43,2510750.0,INR
2026-09-18,ACC-EQ-02,SEC0062,50000.0,100.08,5004000.0,INR
2026-09-18,ACC-EQ-02,SEC0011,500000.0,103.72,51860000.0,INR
2026-09-18,ACC-EQ-02,SEC0001,50000.0,101.17,5058500.0,INR
2026-09-18,ACC-EQ-02,SEC0051,100000.0,101.31,10131000.0,INR
2026-09-18,ACC-EQ-02,SEC0013,78.0,498.84,38909.52,INR
2026-09-18,ACC-EQ-02,SEC0002,50000.0,99.14,4957000.0,INR
2026-09-18,ACC-EQ-02,SEC0022,10000.0,100.14,1001400.0,INR
2026-09-18,ACC-EQ-02,SEC0032,50000.0,100.31,5015500.0,INR
2026-09-18,ACC-EQ-02,SEC0033,118.0,124.86,14733.48,INR
2026-09-18,ACC-EQ-02,SEC0023,81.0,456.54,36979.74,INR
2026-09-18,ACC-EQ-02,SEC0052,10000.0,99.49,994900.0,INR
2026-09-18,ACC-EQ-02,SEC0043,19.0,182.02,3458.38,INR
2026-09-18,ACC-FI-01,SEC0051,250000.0,99.31,24827500.0,INR
2026-09-18,ACC-FI-01,SEC0041,100000.0,100.31,10031000.0,INR
2026-09-18,ACC-FI-01,SEC0021,100000.0,96.7,9670000.0,INR
2026-09-18,ACC-FI-01,SEC0061,50000.0,101.09,5054500.0,INR
2026-09-18,ACC-FI-01,SEC0031,500000.0,101.2,50600000.0,INR
2026-09-18,ACC-FI-01,SEC0011,100000.0,99.98,9998000.0,INR
2026-09-18,ACC-FI-01,SEC0026,4877.0,772.56,3767775.12,INR
2026-09-18,ACC-FI-01,SEC0028,3877.0,2924.89,11339798.53,INR
2026-09-18,ACC-FI-01,SEC0006,3864.0,1260.67,4871228.88,INR
2026-09-18,ACC-FI-01,SEC0020,176.0,4060.25,714604.0,INR
2026-09-18,ACC-FI-01,SEC0055,3911.0,4070.26,15918786.86,INR
2026-09-18,ACC-FI-01,SEC0005,4577.0,837.19,3831818.63,INR
2026-09-18,ACC-FI-01,SEC0056,3718.0,4261.78,15845298.04,INR
2026-09-18,ACC-FI-01,SEC0043,155.0,184.62,28616.1,INR
2026-09-18,ACC-FI-01,SEC0023,113.0,360.64,40752.32,INR
2026-09-18,ACC-FI-01,SEC0018,3842.0,3827.07,14703602.94,INR
2026-09-18,ACC-FI-01,SEC0050,1731.0,4497.28,7784791.68,INR
2026-09-18,ACC-FI-01,SEC0007,4058.0,613.94,2491368.52,INR
2026-09-18,ACC-FI-01,SEC0032,25000.0,99.86,2496500.0,INR
2026-09-18,ACC-FI-01,SEC0047,4808.0,1437.04,6909288.32,INR
2026-09-18,ACC-FI-01,SEC0037,2518.0,245.44,618017.92,INR
2026-09-18,ACC-FI-01,SEC0046,3342.0,1343.99,4491614.58,INR
2026-09-18,ACC-FI-01,SEC0012,50000.0,100.3,5015000.0,INR
2026-09-18,ACC-FI-01,SEC0009,501.0,4111.18,2059701.18,INR
2026-09-18,ACC-FI-01,SEC0024,4169.0,3772.85,15729011.65,INR
2026-09-18,ACC-FI-01,SEC0035,2444.0,3524.47,8613804.68,INR
2026-09-18,ACC-FI-01,SEC0030,1985.0,2790.73,5539599.05,INR
2026-09-18,ACC-FI-01,SEC0058,2986.0,1102.67,3292572.62,INR
2026-09-18,ACC-FI-01,SEC0013,53.0,329.4,17458.2,INR
2026-09-18,ACC-FI-01,SEC0036,1220.0,2882.88,3517113.6,INR
2026-09-18,ACC-FI-01,SEC0049,422.0,1493.86,630408.92,INR
2026-09-18,ACC-FI-01,SEC0015,3711.0,295.14,1095264.54,INR
2026-09-18,ACC-FI-01,SEC0062,25000.0,100.1,2502500.0,INR
2026-09-18,ACC-FI-01,SEC0016,838.0,4106.88,3441565.44,INR
2026-09-18,ACC-FI-01,SEC0027,2776.0,3401.54,9442675.04,INR
2026-09-18,ACC-FI-01,SEC0054,1538.0,1023.46,1574081.48,INR
2026-09-18,ACC-FI-01,SEC0004,4518.0,3962.6,17903026.8,INR
2026-09-18,ACC-FI-01,SEC0045,3097.0,2459.21,7616173.37,INR
2026-09-18,ACC-FI-01,SEC0019,2332.0,3762.56,8774289.92,INR
2026-09-18,ACC-FI-01,SEC0008,2205.0,4126.11,9098072.55,INR
2026-09-18,ACC-FI-01,SEC0040,4047.0,4358.12,17637311.64,INR
2026-09-18,ACC-FI-01,SEC0010,2517.0,3397.53,8551583.01,INR
2026-09-18,ACC-FI-01,SEC0039,2874.0,3648.41,10485530.34,INR
2026-09-18,ACC-FI-01,SEC0002,25000.0,100.44,2511000.0,INR
2026-09-18,ACC-FI-01,SEC0014,1253.0,3430.56,4298491.68,INR
2026-09-18,ACC-FI-01,SEC0052,10000.0,100.29,1002900.0,INR
2026-09-18,ACC-FI-01,SEC0029,3355.0,4357.62,14619815.1,INR
2026-09-18,ACC-FI-01,SEC0022,50000.0,99.55,4977500.0,INR
2026-09-18,ACC-FI-01,SEC0034,3332.0,210.55,701552.6,INR
2026-09-18,ACC-FI-01,SEC0003,142.0,105.61,14996.62,INR
2026-09-18,ACC-FI-01,SEC0017,3119.0,3076.8,9596539.2,INR
2026-09-18,ACC-FI-01,SEC0060,2247.0,2692.84,6050811.48,INR
2026-09-18,ACC-FI-01,SEC0044,3143.0,621.31,1952777.33,INR
2026-09-18,ACC-FI-01,SEC0025,2015.0,2200.92,4434853.8,INR
2026-09-18,ACC-FI-01,SEC0038,4699.0,1576.83,7409524.17,INR
2026-09-18,ACC-FI-01,SEC0059,1913.0,2967.29,5676425.77,INR
2026-09-18,ACC-FI-01,SEC0048,3903.0,4105.84,16025093.52,INR
2026-09-18,ACC-FI-01,SEC0053,82.0,342.16,28057.12,INR
2026-09-18,ACC-FI-01,SEC0042,10000.0,99.21,992100.0,INR
2026-09-18,ACC-MM-01,SEC0032,10000.0,99.46,994600.0,INR
2026-09-18,ACC-MM-01,SEC0042,25000.0,99.17,2479250.0,INR
2026-09-18,ACC-MM-01,SEC0002,10000.0,100.33,1003300.0,INR
2026-09-18,ACC-MM-01,SEC0022,10000.0,99.58,995800.0,INR
2026-09-18,ACC-MM-01,SEC0052,25000.0,100.01,2500250.0,INR
2026-09-18,ACC-MM-01,SEC0062,50000.0,100.04,5002000.0,INR
2026-09-18,ACC-MM-01,SEC0012,50000.0,99.63,4981500.0,INR
2026-09-18,ACC-MM-01,SEC0035,1365.0,4001.55,5462115.75,INR
2026-09-18,ACC-MM-01,SEC0024,911.0,3776.56,3440446.16,INR
2026-09-18,ACC-MM-01,SEC0051,500000.0,104.39,52195000.0,INR
2026-09-18,ACC-MM-01,SEC0026,2391.0,292.32,698937.12,INR
2026-09-18,ACC-MM-01,SEC0018,3135.0,1095.12,3433201.2,INR
2026-09-18,ACC-MM-01,SEC0036,3742.0,4284.91,16034133.22,INR
2026-09-18,ACC-MM-01,SEC0050,3071.0,582.19,1787905.49,INR
2026-09-18,ACC-MM-01,SEC0019,3109.0,2518.43,7829798.87,INR
2026-09-18,ACC-MM-01,SEC0030,3038.0,413.39,1255878.82,INR
2026-09-18,ACC-MM-01,SEC0003,75.0,135.41,10155.75,INR
2026-09-18,ACC-MM-01,SEC0005,1100.0,4278.2,4706020.0,INR
2026-09-18,ACC-MM-01,SEC0017,3825.0,548.78,2099083.5,INR
2026-09-18,ACC-MM-01,SEC0008,1837.0,2941.41,5403370.17,INR
2026-09-18,ACC-MM-01,SEC0027,4991.0,4374.26,21831931.66,INR
2026-09-18,ACC-MM-01,SEC0007,514.0,3572.56,1836295.84,INR
2026-09-18,ACC-MM-01,SEC0045,2095.0,4451.37,9325620.15,INR
2026-09-18,ACC-MM-01,SEC0054,4725.0,1042.64,4926474.0,INR
2026-09-18,ACC-MM-01,SEC0013,200.0,299.39,59878.0,INR
2026-09-18,ACC-MM-01,SEC0028,4903.0,1089.39,5341279.17,INR
2026-09-18,ACC-MM-01,SEC0015,2008.0,1579.23,3171093.84,INR
2026-09-18,ACC-MM-01,SEC0001,100000.0,102.89,10289000.0,INR
2026-09-18,ACC-MM-01,SEC0060,4982.0,162.33,808728.06,INR
2026-09-18,ACC-MM-01,SEC0058,1285.0,4445.74,5712775.9,INR
2026-09-18,ACC-MM-01,SEC0033,143.0,162.79,23278.97,INR
2026-09-18,ACC-MM-01,SEC0016,1529.0,628.18,960487.22,INR
2026-09-18,ACC-MM-01,SEC0020,311.0,723.34,224958.74,INR
2026-09-18,ACC-MM-01,SEC0004,3034.0,3586.43,10881228.62,INR
2026-09-18,ACC-MM-01,SEC0031,100000.0,100.89,10089000.0,INR
2026-09-18,ACC-MM-01,SEC0010,229.0,907.97,207925.13,INR
2026-09-18,ACC-MM-01,SEC0057,529.0,701.4,371040.6,INR
2026-09-18,ACC-MM-01,SEC0034,3548.0,2438.47,8651691.56,INR
2026-09-18,ACC-MM-01,SEC0056,620.0,2221.67,1377435.4,INR
2026-09-18,ACC-MM-01,SEC0040,3065.0,2382.59,7302638.35,INR
2026-09-18,ACC-MM-01,SEC0047,993.0,2116.22,2101406.46,INR
2026-09-18,ACC-MM-01,SEC0006,1914.0,4262.56,8158539.84,INR
2026-09-18,ACC-MM-01,SEC0037,455.0,3313.51,1507647.05,INR
2026-09-18,ACC-MM-01,SEC0061,250000.0,99.58,24895000.0,INR
2026-09-18,ACC-MM-01,SEC0021,50000.0,95.61,4780500.0,INR
2026-09-18,ACC-MM-01,SEC0053,127.0,431.28,54772.56,INR
2026-09-18,ACC-MM-01,SEC0009,3592.0,3134.52,11259195.84,INR
2026-09-18,ACC-MM-01,SEC0029,4116.0,3248.95,13372678.2,INR
2026-09-18,ACC-MM-01,SEC0059,3733.0,469.68,1753315.44,INR
2026-09-18,ACC-MM-01,SEC0039,761.0,1551.19,1180455.59,INR
2026-09-18,ACC-MM-01,SEC0041,100000.0,95.66,9566000.0,INR
2026-09-18,ACC-MM-01,SEC0043,75.0,330.94,24820.5,INR
2026-09-18,ACC-MM-01,SEC0046,4895.0,2535.35,12410538.25,INR
2026-09-18,ACC-MM-01,SEC0011,250000.0,98.81,24702500.0,INR
2026-09-18,ACC-MM-01,SEC0025,4993.0,2457.92,12272394.56,INR
2026-09-18,ACC-MM-01,SEC0044,3816.0,2349.15,8964356.4,INR
2026-09-18,ACC-MM-01,SEC0014,3624.0,581.43,2107102.32,INR
2026-09-18,ACC-MM-01,SEC0055,1037.0,3859.65,4002457.05,INR
2026-09-18,ACC-MM-01,SEC0049,4616.0,3285.65,15166560.4,INR
2026-09-18,ACC-MM-01,SEC0038,1861.0,2020.8,3760708.8,INR
2026-09-18,ACC-DER-01,SEC0023,63.0,236.22,14881.86,INR
2026-09-18,ACC-DER-01,SEC0013,121.0,229.43,27761.03,INR
2026-09-18,ACC-DER-01,SEC0033,191.0,92.79,17722.89,INR
2026-09-18,ACC-DER-01,SEC0053,114.0,190.64,21732.96,INR
2026-09-18,ACC-DER-01,SEC0043,70.0,218.44,15290.8,INR
2026-09-18,ACC-DER-01,SEC0003,44.0,359.07,15799.08,INR
2026-09-18,ACC-DER-01,SEC0007,3985.0,442.03,1761489.55,INR
2026-09-18,ACC-DER-01,SEC0047,799.0,555.55,443884.45,INR
2026-09-18,ACC-DER-01,SEC0054,891.0,3388.96,3019563.36,INR
2026-09-18,ACC-DER-01,SEC0009,3152.0,3681.2,11603142.4,INR
2026-09-18,ACC-DER-01,SEC0027,4657.0,410.92,1913654.44,INR
2026-09-18,ACC-DER-01,SEC0052,50000.0,99.84,4992000.0,INR
2026-09-18,ACC-DER-01,SEC0035,1101.0,1937.02,2132659.02,INR
2026-09-18,ACC-DER-01,SEC0020,3564.0,3926.2,13992976.8,INR
2026-09-18,ACC-DER-01,SEC0017,521.0,4362.53,2272878.13,INR
2026-09-18,ACC-DER-01,SEC0034,2659.0,1679.66,4466215.94,INR
2026-09-18,ACC-DER-01,SEC0028,4834.0,2357.24,11394898.16,INR
2026-09-18,ACC-DER-01,SEC0046,1367.0,3006.8,4110295.6,INR
2026-09-18,ACC-DER-01,SEC0014,1937.0,3835.65,7429654.05,INR
2026-09-18,ACC-DER-01,SEC0042,25000.0,100.27,2506750.0,INR
2026-09-18,ACC-DER-01,SEC0038,3111.0,649.75,2021372.25,INR
2026-09-18,ACC-DER-01,SEC0006,2382.0,2647.34,6305963.88,INR
2026-09-18,ACC-DER-01,SEC0040,3615.0,3826.42,13832508.3,INR
2026-09-18,ACC-DER-01,SEC0016,4660.0,264.2,1231172.0,INR
2026-09-18,ACC-DER-01,SEC0010,2290.0,275.95,631925.5,INR
2026-09-18,ACC-DER-01,SEC0030,2338.0,3206.74,7497358.12,INR
2026-09-18,ACC-DER-01,SEC0061,250000.0,104.22,26055000.0,INR
2026-09-18,ACC-DER-01,SEC0039,2975.0,176.56,525266.0,INR
2026-09-18,ACC-DER-01,SEC0026,1273.0,2613.5,3326985.5,INR
2026-09-18,ACC-DER-01,SEC0032,25000.0,99.1,2477500.0,INR
2026-09-18,ACC-DER-01,SEC0004,351.0,549.15,192751.65,INR
2026-09-18,ACC-DER-01,SEC0060,4445.0,1085.83,4826514.35,INR
2026-09-18,ACC-DER-01,SEC0012,25000.0,99.68,2492000.0,INR
2026-09-18,ACC-DER-01,SEC0059,1389.0,1759.73,2444264.97,INR
2026-09-18,ACC-DER-01,SEC0050,2757.0,3529.23,9730087.11,INR
2026-09-18,ACC-DER-01,SEC0056,4749.0,2743.57,13029213.93,INR
2026-09-18,ACC-DER-01,SEC0045,530.0,826.77,438188.1,INR
2026-09-18,ACC-DER-01,SEC0057,507.0,3081.76,1562452.32,INR
2026-09-18,ACC-DER-01,SEC0005,2329.0,2077.54,4838590.66,INR
2026-09-18,ACC-DER-01,SEC0036,3573.0,2262.63,8084376.99,INR
2026-09-18,ACC-DER-01,SEC0019,3721.0,1951.7,7262275.7,INR
2026-09-18,ACC-DER-01,SEC0025,1865.0,3434.0,6404410.0,INR
2026-09-18,ACC-DER-01,SEC0029,1032.0,1651.5,1704348.0,INR
2026-09-18,ACC-DER-01,SEC0001,50000.0,97.83,4891500.0,INR
2026-09-18,ACC-DER-01,SEC0021,500000.0,100.27,50135000.0,INR
2026-09-18,ACC-DER-01,SEC0055,2626.0,347.57,912718.82,INR
2026-09-18,ACC-DER-01,SEC0008,3337.0,4432.34,14790718.58,INR
2026-09-18,ACC-DER-01,SEC0024,548.0,183.44,100525.12,INR
2026-09-18,ACC-DER-01,SEC0044,2569.0,4262.16,10949489.04,INR
2026-09-18,ACC-DER-01,SEC0011,100000.0,102.64,10264000.0,INR
2026-09-18,ACC-DER-01,SEC0031,250000.0,98.28,24570000.0,INR
2026-09-18,ACC-DER-01,SEC0058,163.0,2313.63,377121.69,INR
2026-09-18,ACC-DER-01,SEC0022,25000.0,99.26,2481500.0,INR
2026-09-18,ACC-DER-01,SEC0048,3214.0,2466.73,7928070.22,INR
2026-09-18,ACC-DER-01,SEC0002,10000.0,99.75,997500.0,INR
2026-09-18,ACC-DER-01,SEC0062,50000.0,100.21,5010500.0,INR
2026-09-18,ACC-DER-01,SEC0051,50000.0,98.97,4948500.0,INR
2026-09-18,ACC-DER-01,SEC0041,50000.0,99.36,4968000.0,INR
2026-09-18,ACC-DER-01,SEC0018,3866.0,4157.06,16071193.96,INR
2026-09-18,ACC-DER-01,SEC0037,2664.0,2654.55,7071721.2,INR
